,adonis,boxing,damien,family,fight,luigi,quest,resulting,resurfaces,world
0,0.5172130629784053,0.5172130629784053,0.5172130629784053,0.2086421212863566,0.2086421212863566,0.0,0.0,0.0,0.25860653148920265,0.2086421212863566
1,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.8413381201263408,0.4206690600631704,0.0,0.0,0.3393931489111758
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
