id,embedding,type
1.0,"[-0.02286566050655345, 0.01486768417644611, -0.02527625213032024, -0.029339008721657792, -0.0920119578761055, 0.028799104815501145, 0.1078170088807002, -0.013633266827067649, 0.0023413053281829284, 0.0005345376483386108, -0.1355187632372977, 0.0014788484239112289, -0.10460082896517404, 0.050619840586874104, -0.08711143152227616, 0.01989328520024356, -0.016708576572689465, 0.089267850515617, -0.0010052031335607483, 0.028246152312203416, -0.0674192056941724, 0.011660626631274349, -0.026199609430667972, 0.0889041010531366, 0.058238331810515014, -0.05201243618213167, -0.014405484617732764, -0.011933099005174122, 0.05834027458232788, 0.036044289037372106, 0.09120377313029066, -0.09587005241419326, -0.02613671215111859, -0.03391932515471948, 0.039834193088639766, -0.003912139607922796, -0.006372778085824858, -0.0076098104931352, 0.0361228847531547, -0.138694014624722, 0.07362512884793339, -0.02371309457840809, 0.14966758392289398, -0.005378736165921801, 0.034171959325452736, -0.07894415506365335, 0.1088272543725242, 0.16009979659482093, 0.06992078968632431, -0.01758209004381405, -0.020028399492559513, -0.002285742222476062, -0.10665809415043515, 0.08438469856462616, -0.07644693246722326, 0.03298201656479269, -0.14363891850356675, -0.09652138868686022, -0.05631493688444298, 0.020456102611223704, 0.002322029892277814, 0.060342310520577244, 0.026190459558931057, 0.1487631184546084, 0.0409751801529592, 0.03125006685107747, 0.05022203794192162, 0.045577096495397006, -0.07605581751140805, -0.019703735965552173, -0.004243090840724595, 0.0825205901483516, -0.052808080297517844, 0.00016495981381663182, 0.024524175058029347, 0.034034989498680945, -0.04594467673868947, -0.04116352903319005, -0.0776344680480487, 0.049294791622540024, 0.010166338203239169, 0.043500496220496655, 0.07219915951612481, -0.08327548692121489, 0.059201598470083, 0.022176789699933187, 0.005304953596512131, -0.028132788378003246, 0.087746609923849, -0.013711699152283513, 0.01333150143646416, -0.032951506207480406, 0.03105915225363043, 0.008549962240695949, -0.03776099327880148, -0.06934165586686848, -0.10652581573597542, -0.007801790364722758, 0.03864153577975225, -0.015513123829155307, -0.036509538014088294, -0.10015300125126193, 0.016621450575140823, -0.04401790723120951, -0.010733505685842467, 0.10270331122232403, 0.02615347828808489, -0.07785947465344903, -0.06937293626289129, -0.009798600231429318, -0.104651709758291, 0.1075226729076978, 0.04026539211834065, 0.047014011377448164, 0.13646180829207227, -0.129425660461, 0.08212933283243865, -0.04562193669073007, 0.05506405106012078, 0.03963684963859681, 0.02967716895656844, -0.0288004895909974, -0.023577587178094956, 0.01836035813863335, -0.03996296426796413, -0.040946737252520994, -0.04608310899191992, -0.00628226416060913, 0.004217364106242242, -0.021411610645464558, -0.06272549620779963, -0.09625025740979035, 0.003533971736792605, -0.008856878478472411, -0.053098472248721336, -0.1205548533411459, -0.012091509395076257, -0.007777955563584876, -0.06682484581517131, 0.031031657342024944, 0.032940955382963405, 0.12926030273655506, 0.00767194177829501, 0.008161477711232263, -0.004130273698718038, -0.1411817832164791, 0.0009001940587050423, -0.07916646976902357, 0.011149884705822358, -0.07312237769183157, -0.044087226892441274, -0.11225212772043176, 0.012790493430685794, -0.008955242026236838, 0.014600403092928899, -0.05712432522017513, -0.10997537561901476, -0.04065299013265019, 0.011335731769108173, -0.028855466472381304, -0.09088380586878053, -0.057067335884682185, 0.09217771032627602, 0.005799053950083349, -0.09598137801063025, 0.011668009943616515, 0.06590932802656989, 0.03111107486382634, 0.06570973269861714, 0.07494490401773736, 0.17134606313113795, -0.09779964000451723, 0.011066219838150154, -0.007232531159319632, -0.04974150466743839, -0.05438092318926184, 0.05994346929400257, -0.1198161079684632, 0.042722883305672664, 0.05698593826333942, 0.023891876212979092, 0.054970073982868135, 0.010041477882281857, -0.048246506865507056, 0.03983916598569056, -0.03959528372551189, 0.007370860686797731, -0.04265110146184125, 0.13309350367027797, -0.04573895022016336, 0.005279381759522497, -0.07691130463515561, -0.04661041726488285, 0.0423825617856417, 0.0014407573913940018, 0.015098445041706446, -0.04092761570302836, -0.021507990049366658, -0.05425953532227965, 0.05044265079703244, -0.02724449048718211, -0.14158041737382068, 0.011962053916645692, 0.004460953962015605, -0.05214569493999178, 0.034189385495599495, -0.07244117815320572, -0.04286605873852345, 0.09847316503969188, 0.0783599998152952, 0.0047488165948915365, 0.053354859549304245, 0.015215217529610591, 0.0335959671345176, 0.005739528420917217, 0.09785362036521691, 0.0005488081865033475, 0.03727940848086899, -0.049011042064079066, 0.022717525118478937, -0.06085803585831452, 0.011520198101218695, -0.12908292205476415, 0.02113613576768506, -0.0040094160422135304, 0.06466792856148837, 0.049748108234699724, 0.13128546571977454, -0.09556388114033738, -0.019698879544944987, -0.11222691704130373, 0.06508527012985642, 0.05018561316963937, 0.0635533719434981, 0.039252396488264736, 0.0008816083817394306, 0.12130146734468582, 0.05227236954333116, -0.05062856661377455, 0.022589181019447818, -0.06692676270333005, 0.01321092405140209, 0.01695952668817553, -0.09936229444290212, 0.04437703322596995, -0.06235270687911239, 0.10611851055449842, -0.024418852851623415, -0.01907004102090698, -0.028471527759675173, 0.05301363857229207, 0.03344738848886602, -0.08537317590332218, -0.02521724872298987, -0.002496468937219435, 0.035977146838544485]",Movie
,"[-0.017985027081252127, 0.020866435938740727, -0.013713492556231147, -0.01838885552812519, -0.045830389232593347, -0.0019489102425283757, 0.11645636809637024, -0.016757843777186126, 0.0036481632973061427, 0.005079577070808968, -0.11790712923350422, -0.008447695724808782, -0.09870086874156417, 0.025119712377531696, -0.10306698661774165, 0.008873371564056388, -0.03390239678458522, 0.1034637613079035, -0.028737833322433046, 0.001225270504944603, -0.06357914405244643, -0.0009708033144010702, -0.008981712366267523, 0.10374131875808659, 0.013179970669585567, -0.07255020635461085, -0.017395399532044314, 0.0029897026929987204, 0.03794160075046861, 0.0372238258702794, 0.1109866949419398, -0.10579130265392984, -0.02424365563086612, -0.009465182919002009, -0.005133601612594619, 0.028071291236646267, -0.016230745534989717, -9.450670208388846e-05, 0.005793512933697942, -0.1263666897388324, 0.019385948672207533, 0.0035009801582009427, 0.10951332444334404, 0.005428157507920911, 0.09091278386765968, -0.11290565282726378, 0.09233848053925901, 0.12905883737716867, 0.03949411568292624, 0.02519445536055573, -0.036503857265918635, 0.014014662879997064, -0.12224275901119523, 0.10681426890761646, -0.07279525001207246, 0.02516494977044823, -0.1203940096343577, -0.1343598738202831, -0.10324164440178381, 0.003422691918546995, 0.03223052458720171, 0.032398710884937766, 0.016110213227382587, 0.1220185230608758, 0.052336060295789105, -0.0038598010864456626, 0.0747600380625891, 0.017351226328725898, -0.08251876437258057, -0.0134697441295304, -0.010536624059070045, 0.12419596699858498, -0.015271369277288954, 0.00830035622451263, 0.02132136298944189, 0.030053344363142928, -0.0298799281336319, -0.055160774219063, -0.06570540420448469, 0.09493795966759067, -0.010790974708016965, 0.012346153615093575, 0.1180039518169401, -0.10690692808262461, 0.08661614637024359, -0.0077648588192380874, -0.008724945703545489, -0.0050090908461774145, 0.09904378050206683, -0.02711056373820579, 0.007446844077770802, -0.0043017717454771846, 0.00747882810944234, -0.009022100228515436, -0.04476081800900665, -0.10056512354754622, -0.1186177931801288, 0.008312959636628073, 0.052143199268621224, -0.013911074757866123, 0.011811995781813155, -0.1300618454083923, 0.02186153956169939, -0.03137258706869358, -0.011539586582185873, 0.08796622957039762, 0.054076775758424615, -0.10667981695339095, -0.032629387982824776, -0.007767399688591053, -0.11680333124534294, 0.09825236883593585, -0.014119085317437932, 0.06312930924232223, 0.12189633729201807, -0.12237858320990253, 0.09121497637353958, -0.011343790865501246, 0.08558535738951116, -0.0036530895499770405, -0.017306855923606958, -0.024203981895848527, -0.025296272167105588, 0.008274427688366793, -0.044752635884596555, -0.06464046313914945, -0.055461230415598604, -0.008333602231020096, -0.01994971594743123, -0.004691431418013449, -0.08847067410989899, -0.10134947795634232, -0.02660030349590067, -0.03182756079437712, -0.07273567873206897, -0.08670962702494152, -0.0017060951696157827, 0.008224435281620947, -0.04185014743819346, 0.023681583824377142, 0.0279592176027198, 0.1350226959099747, 0.04187761099782211, -0.025163208793605694, 0.00037328667215687076, -0.13108908709046432, 0.004721050778390482, -0.08000588600654497, 0.014876234045882982, -0.0868477102927957, -0.01719387329439876, -0.11269940541515114, -0.006256604605690816, -0.008993714254547626, -0.006428601332300403, -0.03682075005749711, -0.11601928489143051, -0.022474151039102545, 0.005380390330959728, -0.005522456725122218, -0.1069484128069583, -0.04599488120547453, 0.08524441531326465, -0.0059955129224145845, -0.10011852798119876, -0.024405998220808998, 0.03214973019271294, -0.004185951277340673, 0.052312349404743295, 0.034717029254447085, 0.12027374687477377, -0.10798593232014901, 0.015790028682672208, -0.00992004637503969, -0.025850815298937697, -0.03773573140571319, 0.10554423330223321, -0.139295249116486, 0.07301652210101117, 0.05937566515234989, -0.007638429127608047, 0.1006051706824228, 0.006092263743065066, -0.050717642621969004, 0.01319179110887169, -0.007293798560879473, -0.022418038375292958, -0.012821633994282973, 0.11632780652492028, 0.0035193642668833605, 0.015987500031224046, -0.09919217894102558, -0.03867329177665251, 0.07045253462927643, 0.05473507504232421, 0.02237546612386996, -0.04525537678724128, -0.009894558334040005, -0.03640467759587289, 0.037204570106301155, -0.03746818340550012, -0.12240436647016573, -0.008551399950958377, 0.015212380267690586, -0.01440490190575204, 0.006108543393479712, -0.09229637970515799, -0.08496554162857863, 0.09535133198148457, 0.0664107378681222, -0.0011857424104579459, 0.03261141111336357, -0.00942921926164584, 0.00476654459199143, -0.004890747595243608, 0.11109229242206194, -0.029166083286958557, 0.018724331963935734, -0.03553074689465443, -0.004849923905347783, -0.039104412252594, -0.010086310830376515, -0.12288208491475995, 0.04223059521952101, -0.013055886395819801, 0.030243418893863103, 0.046026372816082024, 0.12163123272713226, -0.09217450199118393, -0.009681393106102307, -0.10589828171353023, 0.05760788286743591, 0.07084231273958047, 0.028737903334906608, 0.01592293452810659, -0.01649895165245425, 0.11073398725237243, 0.013481517893834151, -0.08570971821254748, 0.025174081730749632, -0.042791264442789655, -0.007268870619668271, -0.006870078986830603, -0.07827083688676963, 0.04649214246518859, -0.014126730679550734, 0.11250463071370594, -0.06990080366513234, -0.010541267052941663, -0.0720975430405548, 0.00871860607406459, -0.0224897101444768, -0.09241187228154332, -0.03968854032200364, 0.008279549100807741, -0.008486662917280697]",Overview
,"[-0.01419758850534533, 0.007034020108560465, 0.00036329900765280355, -0.0068313741578419325, -0.029305309385673484, -0.010051650655424347, 0.11796172146406421, -0.010826233282375659, -0.0003738762856715155, 0.0028396571004127534, -0.12074236807137916, -0.005270531628606347, -0.09959634113372041, 0.019850122782088392, -0.1066405636396983, 0.005443206931068695, -0.052645722118772005, 0.09838391650049864, -0.042910061845066044, -0.0075058445489738935, -0.06711694281541836, -0.008076328674777434, -0.009754984081185419, 0.10612884124509336, -0.005832377966126502, -0.07971445097263898, -0.011345304368885365, 0.010561211917865135, 0.029868713591954466, 0.028001064018241494, 0.10867820542605813, -0.1013658239118351, -0.029195498595335014, -0.01398414279163261, -0.009329887278130212, 0.01917254507890131, -0.005238021123465627, 0.0072012563511063684, 0.009761142254669935, -0.12471305453244719, 0.020412819249181112, 0.010238430610126062, 0.10550261339020116, 0.012064701032632094, 0.09345495117852644, -0.12153157141039461, 0.09250426197786969, 0.13138882801701687, 0.034120170299565114, 0.016023434284338407, -0.0321513612045435, 0.009305626989812637, -0.1174774391288441, 0.10614696610868604, -0.08168885457743445, 0.014416677596537772, -0.12052178261733154, -0.13698615526688904, -0.10192052292610047, -0.003410147545316189, 0.024869931484153705, 0.017187252401166454, 0.012815290458554734, 0.12250013608083483, 0.050400911591262004, -0.010875759017167464, 0.08097306738354786, 0.01785108985354146, -0.0923804143602974, -0.0037102953116873714, -0.011460119043794166, 0.12997835099742705, 0.0019220776662034582, 0.007205030960110422, 0.026088904389960185, 0.03367523826321226, -0.018254159116908725, -0.0588217205202719, -0.06929568757479758, 0.09923041975227027, -0.02029314055244633, 0.0007180064617697895, 0.12437389243268651, -0.1181440620404529, 0.09416777934856878, -0.012154572956434642, -0.018800875844186517, -0.008881340716637317, 0.09586268663736051, -0.021546600577840743, 0.016014488123980136, 0.0009546504337443659, -0.003115649054251297, 0.0034234420889489936, -0.04564236312544961, -0.10230611945698424, -0.11828939796785541, -0.0022007381759277357, 0.04546993763806978, -0.00415386747774278, 0.014669874661324434, -0.13187226106521108, 0.006869915611922611, -0.021511639947034, -0.0130706494980522, 0.0951670936016456, 0.04843093978185967, -0.10390672892440685, -0.02769846170283436, -0.0075298217416161625, -0.10698732214007965, 0.09293727703436688, -0.016360911290793707, 0.06587643778735572, 0.1199289263502591, -0.12203317650479403, 0.09349455761157612, -0.002042224186967148, 0.0868758953093124, -0.0087386975683368, -0.021633226169390472, -0.02759462288317016, -0.015608109337361101, 0.008293484963948604, -0.031960288474646326, -0.06283251220200801, -0.04129647041881879, -0.007714235825317123, -0.02165105782674802, 0.00268787548048049, -0.09001566900187019, -0.09436091126248514, -0.019170126970008087, -0.023401515901444948, -0.08717715629044845, -0.09687310902550642, 0.00035881502702635, 0.0025121785950849304, -0.03315139667755502, 0.01903866947106869, 0.027772710284056066, 0.1282999441422816, 0.04861541705655959, -0.016071051650961867, -0.0007206121426115667, -0.1250179620554961, 0.005297152311371432, -0.08536765591651757, 0.013510413353237447, -0.0888380583963376, -0.018634683516943296, -0.10473268751859928, 0.004238083807139142, -0.009998832248313827, -0.001201769366978518, -0.027210116607654974, -0.11460942380383175, -0.013312332320283194, 0.0052915021935184894, -0.009249184789548896, -0.10066099656480669, -0.03733005061399998, 0.09144837577234462, -0.005200319267124355, -0.09383990063358093, -0.015120881459043183, 0.01829344538223038, -0.011877512442803825, 0.06542371387955878, 0.030155209785548767, 0.11150483485949032, -0.09950955208812005, 0.0033532853355460793, -0.006606353538214549, -0.015805679787043826, -0.03138750503902759, 0.10393891420653963, -0.13944583878214142, 0.07786148193180248, 0.06121999923547619, 0.004757320454066102, 0.10276091265936019, 0.014396594654524237, -0.05910050235671417, 0.014587527521677066, -0.002481245547914711, -0.013993012280245484, -0.011930371292153675, 0.11819851077533637, 0.008405055834244545, 0.012162599898394825, -0.10138237826846716, -0.030511947408484577, 0.08025365386886807, 0.047719850628108476, 0.007344788386125475, -0.04368370840268622, -0.00874325406063455, -0.02904521186380129, 0.03344023852103041, -0.026105686234188474, -0.12503385585555243, -0.012812303630670947, 0.011553853201452647, -0.01806482034802279, -0.008856201652160988, -0.09012724914017932, -0.09059689138476228, 0.09313241083913003, 0.06996911826336012, 0.0031806799644559045, 0.023624010566207564, -0.005277952358249919, -0.0011003417051976554, -0.003269789804811094, 0.11198654237213981, -0.020502445991907727, 0.012267990688993282, -0.026221389795815866, -0.01083922282412019, -0.032214926294209086, -0.014824950428032054, -0.12329330275930454, 0.040477589216508965, -0.00893297281806085, 0.01883373179345484, 0.03717882023021524, 0.12305079761154052, -0.08820226595184405, -0.011128004004236585, -0.11076520022514597, 0.06256785818783807, 0.07927987214955438, 0.025145712169419084, 0.01743191109817475, -0.003667186412202457, 0.11346529937246369, 0.013342533405048887, -0.09115505495086351, 0.02460852970006314, -0.0338502352029761, -0.0018168935101715745, -0.0007354726118575629, -0.09057381234685177, 0.03797462576480117, -0.013128025240007125, 0.11487855342582079, -0.0748086388326827, -0.008476895574586208, -0.07692739427039036, -0.006109119154575951, -0.010623531723578048, -0.09104814589119692, -0.05703728759435188, -0.002326505325411524, -0.009168524428300214]",Genre
,"[-0.020853249396599906, 0.012788675268391843, -0.02255381498426351, -0.027174764736043622, -0.08603302221671975, 0.027457836276790586, 0.10569612514429824, -0.012159576823758867, 0.0011057101789824673, -0.0005009009738819508, -0.1340988805763809, 0.002553513120638203, -0.10286317628713852, 0.05127710382723442, -0.08457454922331561, 0.01999337581778782, -0.01759398779526834, 0.08548613656964597, -0.0012271615923263644, 0.028382906254877754, -0.06541593888279681, 0.0108587721780582, -0.027580390759376797, 0.08498481815157517, 0.05739015273548354, -0.0490791374621928, -0.012554370919553007, -0.011274569349487456, 0.05717197868804091, 0.03343831052463198, 0.0862811536219619, -0.09142599602040585, -0.026710553142443288, -0.03593157171214832, 0.04090212917030669, -0.0073598843360481595, -0.0038747810663440647, -0.006563452411561038, 0.03846891621983824, -0.13649872226836865, 0.07633078324157623, -0.023284995128420055, 0.1487533693982966, -0.004851181696428617, 0.029941001422025833, -0.07726445624937994, 0.10811365235910364, 0.15906618982077844, 0.06990085758939067, -0.021501831351742585, -0.018735893571731124, -0.004803481158822203, -0.10431896064409509, 0.08285260806552035, -0.07811410178175125, 0.031184932758312096, -0.1449268024719503, -0.09591499320034681, -0.05371431938659039, 0.018861409802819393, 2.105124956695065e-05, 0.058450743949588574, 0.025338447284405024, 0.15029584559050604, 0.04002668972167769, 0.030467461322001912, 0.051361889947262616, 0.04685637859175998, -0.07989445250426745, -0.018201959505197082, -0.004199041318809273, 0.08433179509096861, -0.05020425595103941, 0.0002023963024146935, 0.026809795993889322, 0.03522545566814829, -0.04422793300642631, -0.0419682706282747, -0.07913299181971357, 0.0495137406745077, 0.007836405696860173, 0.04178789528917391, 0.07372215648766361, -0.08632420822006355, 0.060340005690279856, 0.021882414516967933, 0.0024776932314267857, -0.030343875082765395, 0.08722868251466355, -0.012877291026339709, 0.01576627489063547, -0.03288255177036556, 0.029417366714524565, 0.01182573754530461, -0.03814069015274841, -0.06982689277587717, -0.10736431784976927, -0.010322966535306283, 0.036835581716255686, -0.013124005283476873, -0.038594565972375365, -0.09975298227972768, 0.013610548339399594, -0.04264327010553282, -0.011023745514574766, 0.10527501063289693, 0.024223538634528884, -0.07602375066991507, -0.07061217490073961, -0.009802565171072374, -0.10248555335312604, 0.10718857934643809, 0.042680643972901014, 0.04695343958134845, 0.13710497033777572, -0.13012514873676018, 0.08252839978020995, -0.04485925276243583, 0.05360136024085203, 0.040608157424007064, 0.030912709835285275, -0.03066430228341025, -0.021678539402867205, 0.018754266426552552, -0.03754347602318831, -0.039459715165706746, -0.042917237911130016, -0.005769882473811626, 0.004650561167643932, -0.019544382634779523, -0.06291846873506289, -0.09541182975861899, 0.005566404130834509, -0.006091087285167192, -0.05620759574699864, -0.12514153348781865, -0.011054704283240752, -0.010251034889309563, -0.0664331477643348, 0.029749783534361668, 0.03347396682063525, 0.12853788216761386, 0.008086671169350345, 0.010947169446362471, -0.004655281833641386, -0.14050497264994435, 0.0010493239193985762, -0.08152547769370033, 0.010370182299015972, -0.07311768668118916, -0.045486287693768196, -0.1115617345311766, 0.015309479806603814, -0.009081468172238797, 0.01722973521361249, -0.05609187513493153, -0.11033291236066058, -0.039738990448896255, 0.011496098123332781, -0.030883359393162415, -0.08933396982130212, -0.05576312105120301, 0.09403445890708578, 0.00660816464810454, -0.09466622778069603, 0.015088956995492538, 0.06428518214731412, 0.030372812822228132, 0.06851344835256563, 0.07593967464122856, 0.17139042590219122, -0.09619995831800493, 0.008246416685957157, -0.00662070125005037, -0.048437897669448414, -0.05319503626449071, 0.058132325639833435, -0.11956772915827428, 0.04321729095250969, 0.05735307018764014, 0.02737746546831003, 0.05489113495277416, 0.012372250697881847, -0.05122540068074049, 0.041016593466923136, -0.03950388648865343, 0.010402461867923271, -0.04390026833633739, 0.13585018431461254, -0.04552878696402571, 0.003493375151054555, -0.07808220229378646, -0.04522350534409168, 0.04439999966991374, -0.0015632901756790648, 0.010698147392364838, -0.04151373630513857, -0.021249738304421097, -0.05315633932094742, 0.05056352878956834, -0.02478594159816545, -0.14322338438060644, 0.011853510006668176, 0.002673282049929733, -0.054186815379177015, 0.031233473874130672, -0.07206060343969517, -0.04303067955483131, 0.0988157709535291, 0.07932051662548531, 0.006573864808638588, 0.052104554453310595, 0.017213407664621375, 0.0318411755065833, 0.006787326914496621, 0.09966202382726794, 0.0034972658598641884, 0.03697676547553671, -0.0471709581598603, 0.02137193318946889, -0.06010397011447337, 0.010560549746088228, -0.13008636682502214, 0.020403805578701695, -0.0021355073451293813, 0.06359264280700078, 0.04872390971664876, 0.13278089035465124, -0.0954593694635711, -0.020456710418235394, -0.11514058275494087, 0.06663199761663287, 0.052688783621968736, 0.06457206511851045, 0.040292093947077334, 0.004166330081126956, 0.12408325462244166, 0.05365771843058588, -0.05172654916242182, 0.0228766106733365, -0.06550991977532628, 0.015764640770176083, 0.01981800601573022, -0.10463592842538304, 0.042691541143875286, -0.06363506014364194, 0.10825613188335433, -0.02517474240165266, -0.018434799669965998, -0.02885507754757737, 0.0507580088489945, 0.037643410758505726, -0.08512788031487543, -0.028595308534235434, -0.004928380991176373, 0.03730607488710936]",Actor
2.0,"[0.018528121736368003, -0.06126227469720515, 0.07177003540061695, 0.07336901213079777, 0.13091676457592621, -0.08865917152209343, 0.06692399051000238, 0.027236652819576535, -0.025955025984774074, -0.004028704499460173, -0.029305335079264385, 0.0002855447308154272, -0.027808442989125968, -0.04092297960174254, -0.09272045967808631, -0.030623646453486877, -0.13186989550814662, 0.031633616463340286, -0.12308397333302477, -0.07912377625709893, -0.029288001787263828, -0.0679809099482043, 0.008235361535876659, 0.07118532864865466, -0.17036693691357024, -0.08418008876690178, 0.028289758711174107, 0.07796605355275009, -0.039166143722654166, -0.028240179825764565, 0.04951853019746766, -0.034718617231747684, -0.04506131974419268, -0.0020134294381611026, -0.09511050828711994, 0.0069002658313550395, 0.03491275788490208, 0.06272827205665303, -0.018220600340109912, -0.02125079388406783, -0.06034178683446109, 0.07735328443452134, -0.03869097915121495, 0.069963109198382, 0.1247736524340462, -0.13756004058819557, 0.025937108986660608, 0.01248650079998227, -0.05479679000782283, 0.02187640731633355, -0.02539659434655156, -0.00797776438447825, -0.038737333755238884, 0.08194064745321102, -0.08400849584702329, -0.05422531948685904, -0.02466008231193848, -0.125337812730834, -0.09174963411198593, -0.06903315973750294, 0.021120524577430556, -0.10559714994745602, -0.0261313385855084, 0.02302301875789018, 0.028629105988350473, -0.09377205349289616, 0.08262988207223118, -0.027353869345707937, -0.09217640110800603, 0.05575336758566234, -0.011832100927914794, 0.13347475377230325, 0.13589969132957147, 0.012489894634095914, 0.036384656235196204, 0.028652593210512868, 0.06977936963224911, -0.0640760661486834, -0.016460309476743682, 0.11545541252037234, -0.09199517425771156, -0.09521883302346465, 0.13870120271625522, -0.11879521212527731, 0.09313560814290654, -0.06698376757507037, -0.08177013855897079, 0.005443016767274421, 0.02888211757232138, -0.013676095247872543, 0.05420547347902005, 0.07731657765867797, -0.07938603263407719, 0.039324717216661816, -0.030587159262324064, -0.10139723436919953, -0.05540174858235024, -0.027414435803804812, 0.0027926211603955834, 0.05495419053049882, 0.06888989046186525, -0.09555207918198463, -0.06067314289699641, 0.04589863226539976, -0.008625940142672692, 0.06608382616750079, 0.029966218258514556, -0.06742685610582863, 0.048945119548566667, -0.0036213123770593688, -0.010783341562193724, 0.004815833582497907, -0.07794269974912779, 0.05515191680691824, 0.02310140492974837, -0.03143756903688371, 0.053880565979255945, 0.08623991537099088, 0.07102799483524871, -0.08282680783741005, -0.08384695379049854, -0.027989933896947695, 0.04527874193259349, -0.00828336510966957, 0.04195071929340473, -0.0370728513014248, 0.04798715219426784, 0.010025489510047884, -0.050636132834989044, 0.06914700466594405, -0.07739531683375682, -0.023079463139008733, -0.014800172853917869, -0.002698210692239455, -0.13275667295309357, -0.05325071372878932, 0.030735851445705994, -0.006216056644011752, 0.04604066186043574, -0.022255931641172205, 0.0032132917282548397, 0.02058279921867535, 0.09053792693085153, -0.005669797710352247, 2.5644502671363867e-05, 0.005348913265993744, 0.017506045383777518, -0.06890492784315502, -0.005116581903181535, -0.06034755718632016, 0.017817825055106946, -0.001018561434202824, 0.024174458282866466, -2.1524614862404748e-05, 0.011603219337718716, 0.051545574754434484, -0.05654537895340164, 0.063369009036349, -0.0053488733099205385, 0.006821630194622404, -0.029322657253053264, 0.044669855849792064, 0.07128155677069752, -0.0037868295417018603, -0.00914196483690395, -0.0111031381590287, -0.10617647548496785, -0.09344735723915387, 0.062062969388262244, -0.0508855254410599, -0.06010119985203645, -0.009369880532460805, -0.05593994785487807, 0.012760518855135697, 0.07800750224587265, 0.04401096560998455, 0.09101403099117723, -0.07748414578593028, 0.08518211203496083, 0.022797004971417897, 0.014602819037589542, 0.11147160162243325, 0.05575776483837961, -0.07900367733459092, -0.02387520327698837, 0.08052169680646382, -0.0034305547872510583, 0.035141137070908116, 0.046604908323364024, 0.10660869596381428, -0.008812263998131677, -0.09219780922458529, 0.04610705982055589, 0.11580899388804498, 0.04834763241228453, -0.08173776232657462, -0.03443824650839874, 0.02000624767497631, 0.0509725087700954, -0.02190340928316155, 0.03168842090823684, -0.02861480240903122, -0.05282393005545172, -0.008187086955674182, 0.025137920813285412, -0.11703219730005084, -0.04842840622009982, -0.10900928463751533, 0.03454655456742594, 0.017645555314092766, 0.023423234074655092, -0.05712349260584095, -0.008664525201400836, -0.08577296159887328, 0.006220500454240406, 0.06807574829378785, -0.010300684010974118, -0.05020058245174609, 0.061658605588766284, -0.07584881806267968, 0.053556931514728574, -0.059780255994734306, -0.03802708293660099, 0.035827556002821705, 0.017905618623818224, -0.09508145640001445, -0.027520253383416925, 0.039143234647498845, -0.016417222237175594, -0.0036227497533624134, -0.07177151412276966, 0.02724724569574942, 0.09352879813966963, -0.04336659297507102, -0.014203005366221374, 0.03417058112144083, 0.05303607665241297, -0.04709557724098334, -0.09792779641616982, 0.010726902045292782, 0.06881502598355496, 0.012747224253525905, 0.012271509330608799, -0.08169772564633473, -0.03677852722242435, 0.07172458971039741, 0.06808662746391135, -0.1138872777093766, 0.020877181668287094, -0.11760918801311102, -0.14565347606738246, -0.024095991503973638, -0.03007305037494197, -0.12561218795853749, -0.04004679225341555, -0.07312504521202408]",Movie
