id,adonis,boxing,damien,family,fight,luigi,main,mario,mysterious,world
1,0.5396504303089059,0.5396504303089059,0.5396504303089059,0.2052090309921715,0.2052090309921715,0.0,0.0,0.0,0.0,0.2052090309921715
2,0.0,0.0,0.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.7265094189091535,0.3632547094545768,0.3632547094545768,0.3632547094545768,0.27626456959497514
