id,acid,known,kusanagi,major,minister,motoko,number,operatives,prime,resulting
4,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0
5,0.0,0.3535533905932738,0.3535533905932738,0.3535533905932738,0.3535533905932738,0.3535533905932738,0.0,0.3535533905932738,0.3535533905932738,0.3535533905932738
